ID,Sentence,Sentiment,dialect
1086,و العمال ديال الفندق عملوا حفلة و قدموا كعكة لطيفة ل واحد من الاطفال على عيد ميلادهم مع الغناء و الطبول، و هاد الشي ضاف فرح ليه و لعائلته و لجميع اللي ف المطعم.,positive,Darija
346,هاد هو فندق الاسوء، هادي هي أول ليلتي، و هي أسوأ ليلة، الخدمة فالمطاعم و الحانات رديئة بزاف، العمال مزيان بزاف، ولا ولا ولا ولا، و احسن شي ليهم هو العمل فالبول و طعمهم، غدا غادي ننشر الصور باش تصدقوا، وصلنا فالساعة التاسعة فالرسبشن، تم تحذيرنا بطرق مهينة بلي ما نقدروش نتاكل الفطور حيت ما سمحوا لينا بال,negative,Darija
719,رد الفعل السيئ لخدمات الصيانة، الجناح ماكانش جاهز للسكن، و لديا السكن، و كان فيه تلفون و تلفزيون، و الفندق ما جوابش لليوم التاني، من بعد ديال الاتصالات، و الحرص،,negative,Darija
915,شي غرف عندهم منظر، وشي غرف ما عندهمش.,neutral,Darija
2153,ماكاينش مرافق خاص نتكلم بيها، ماكاينش حمام سباحة، ماكاينش صالة رياضية فيها دراجة واحدة، ماكاينش ماكانوصي بهاد الفندق، إلا كنت تبغي إقامة مريحة فدام,negative,Darija
2291,كاين الدم على السرير و على الورقة فالبيت.,negative,Darija
1702,المديرة من الجحيم، ماشي مرة اخرى، خربت عيد ميلادي التلاتين، منين سدت البار من بعد الساعة ديال العشية، و هي وعدتني بلي غاديه يبقى مفتوح من بعد منتصف الليل.,negative,Darija
1145,كاينين شي بلايص مزيانين من كل غرفة ديال الفندق على البحر، ويمكن ليك تسترخي و تتمتع بالمنتجع الصحي، و السباحة، والألعاب المائية، و الشاطئ، و التنزهات.,positive,Darija
2040,لاستقبال مزيان، لم تكن الغرف مزيانة منين وصلنا، و كانو كاينتساو ساعات حتى يوصلو الأمتعة.,negative,Darija
1700,شفت فجميع العمال الخدمة الرائعة، و أشكر السيد محسن على المساعدة و الوفاء بكل واجب له معايا، و أشكر أيضا البواب عدنان على تذكيرني بعد ما نسيت هاتفي الجوال فالطاكسي، و أشكر كل العمال في هاد الفندق الرائع,positive,Darija
1430,السكن ممتع، بلاش شك هاد الأوطيل زوين بزاف فكل شي أولا، الموقع ممتاز بزاف، ماشي غي غي غي غي غي غي غي غي غي غي غي غي غي غي غي غي غي غي غي غي غي غي غي غي غي غي غي غي غي غي غي غي غي غي غي غي غي غي غي غي غي غي غي غي غي غي غي غي,positive,Darija
436,تجربة رائعة، كان عندي وقت مزيان مع العائلة و بغيت نرجع العام الجاي. كان الفندق مزيان من ناحية المساحة و الخدمات.,neutral,Darija
2038,بلحاق كاين بزاف دالصوت. النادي اللي قريب كايعمل طول الليل. وكاين تقدر تسمع الطايرات كاتقلع وكتحط فكل وقت.,negative,Darija
639,حاول حجز غرفة فالطابق التالت، فلي كاين شي مقعد، و الموظفين كايهضروا بالتركية والانجليزية، و بعضهم كايفهمو العربية، الفطور مزيان، ولكن المطبخ محدود.,neutral,Darija
405,الغداة ممتازة فكل وجبة، ماكاينش غير التبريد، كوبات الثلج فكل دور، الحبل ديال الغسيل، الجهد الرائع ديال العمال، شكراً لك، و نتمنى نعاود مرة أخرى.,positive,Darija
354,فندق رخيص بقا لليلة ف كانون الثاني، و هو فندق رخيص، و كاين نادي ليلي ف الفندق، و كان غرفتك فالطابق السادس، غاديك تسمع هاد الصوت,neutral,Darija
1381,هاد الفندق ممتاز للعائلات والجماعات الكبيرة، و هو رخيص بزاف مقارنة بالفنادق الأخرى فهاد المنطقة الوسطى.,positive,Darija
1257,كليت فالمطعم ديال النادي، كان مزيان. منين للي ماكانش طازج؟,positive,Darija
999,الفندق نظيف بشكل عام، مع بزاف دالبلاصات فالأوضة.,positive,Darija
2242,الطلب: ثاني، كاين بزاف دالصراصير ف الغرفة، ثالث، خدمة الغرف مزرية بزاف، حيت طلبنا جوج فنجانات ديال القهوة، و كل مرة مزرية بزاف.,negative,Darija
2112,مكان ما يطاقش، مشروبات كريهة، مطعم مش نظيف، خدمة ثلاث نجوم، علاوة على هادشي، الشاليهات على البحر مسروقة، والإدارة مخادعة، حيت حنا حطين ف غرف ما اتفقناش عليها و غيرناها من بعد ما عترضت على الإدارة.,negative,Darija
337,حيا وجودة جيدة مقابل فلوس، ما خاصكش تفوتك إذا زرت اسطنبول، هادي عنوان المرح,neutral,Darija
1351,السلبيات: ماكاينش مدخل فالطريق، و الطاكسي ماكانعرفش، و ماكانعرفش ليش.,negative,Darija
637,فالفندق كاين شي شاليهات زوينينين، ولكن غاليين بزاف، وبالنسبة لي، كاين شي شاليهات زوينين و رخاص.,positive,Darija
1042,فالفطور والعشاء، كانو العمال فالبوفيه كايحيطو بالينا على الأكل الحلال والحرام.,positive,Darija
798,و شرح ليا مرافق الفندق، و نصحنا على المطاعم و النادي الصحي.,positive,Darija
1999,ماكانش أول ولا اخر فندق لي أقيم فيه.,neutral,Darija
766,احسن استقبال وأفضل معاملة شفتها في فنادق المدينة من الموظف سمير أحمد في فندق شدا المدينة شكرا سمير على حسن معاملة واحترامك للعملاء,positive,Darija
2013,غالي بزاف، و ملعب ديال الاطفال، و فريق الترفيه المزعج.,negative,Darija
1278,فطور الصباح كان عادي بالرغم من وجود بزاف ديال الخيارات.,neutral,Darija
2138,ما كاينش شي إستقبال ولا شي حدود فالأغرف، ولا شي طعام مختلف، ولا شي برامج ولا حفلات، ولا شي تغيير فالملاءات ولا فالمناشف، ولا شي مشروبات، ولا عصير تانج، ولا حتى اهتمام بالزوار، و أنا طلبت تغيير الغرفة مرات و لم ترد.,negative,Darija
1662,ماشي مناسب للعمل زرت هاد المكان بغيتي ندير اجتماعات عمل مزيان، و المعدات مزيانة بزاف، و لكن الخدمات خاصها تتحسن، و القليل من العمال فيها تأثير كبير، و خاصها تديرها و تبقى على الاعتبار، و خاصها تديرها باش تبقى هاد المكان مزيان، و لكن بالعادي ماكاننصحش بيه، خاصه للاجتماعات. ماعارفش بشي شي عن الإقامة، ما جربتاهاش.,neutral,Darija
324,الوطن ماشي مناسب للعائلات كانو فاجاجات من الموقع ديال الوطن حيت كاين فمنطقة صناعية صحراوية بعيدة عن البحر و محاطة بالفابريكات و الشركات من كل جهة و ما كاين شي شكل مميز أو خدمة قريبة من الوطن,negative,Darija
895,ولكن الغرف ضيقة، والعاملين غير ودودين ولا يبتسمو، والخدمة فاشلة.,negative,Darija
2078,أسوأ شي فآسيا، كنت فآسيا لمدة عام، و جربت بزاف د الغرف الاقتصادية، والسكن، وغيرها، و لكن ما شفتش حشرات الفراش بحال اللي ف سامس، كنت في ليالي و كنت تلقى بزاف د لدغات، مكان مزعج ما تقدرش تتمكن فسامس، صدقني,negative,Darija
